Category ID	Category Name	Number	Name
746	Collectible Minifigures / Disney / Disney Series 2	dis040	Edna Mode, Disney, Series 2 (Minifigure Only without Stand and Accessories)
746	Collectible Minifigures / Disney / Disney Series 2	dis041	Frozone, Disney, Series 2 (Minifigure Only without Stand and Accessories)
971	The LEGO Movie 2	tlm183	Balthazar
971	The LEGO Movie 2	tlm184	Balthazar - Vampire Bat
971	The LEGO Movie 2	tlm186	Sparkle Rinse Lucy
971	The LEGO Movie 2	tlm187	Archimedes
971	The LEGO Movie 2	tlm188	Flaminga
971	The LEGO Movie 2	tlm189	Eight
971	The LEGO Movie 2	tlm190	Unikitty - Calm-Down Kitty
971	The LEGO Movie 2	tlm185	Benny - Big Smile / Cheerful
732	Toy Story / Toy Story 4	toy016	Woody - Normal Legs, Dark Orange Boots, Open Mouth Smile / Lopsided Grin
732	Toy Story / Toy Story 4	toy017	Alien - Magenta Collar
732	Toy Story / Toy Story 4	toy018	Buzz Lightyear - Minifigure Head
167	DUPLO	47394pb015a	Duplo Figure Lego Ville, Female, Medium Blue Legs, Magenta Top, White Zipper, Black Hair, Brown Eyes
167	DUPLO	4555pb142b	Duplo Figure, Female, Yellow Legs, Red Top with Yellow Polka Dot Scarf, Yellow Arms, Earth Orange Hair, Nose and Lips, White in Eyes
167	DUPLO	4555pb160a	Duplo Figure, Female, Yellow Legs, Blue Top With Yellow and Blue Polka Dot Scarf, Yellow Arms, Brown Hair, no Nose, no White in Eyes Pattern
732	Toy Story / Toy Story 4	toy019	Bo Peep
732	Toy Story / Toy Story 4	toy020	Bunny
732	Toy Story / Toy Story 4	toy021	Ducky
167	DUPLO / Basic Set	dupfig043	Duplo 2 x 2 x 2 Figure Brick Early, Female on Green Base, Yellow Hair, Nose, Freckles on Cheeks
768	Super Heroes / Spider-Man Far From Home	sh0585	Nick Fury - Gray Sweater and Black Trench Coat (Undetermined Legs)
976	LEGO Brand	gen133	LEGO House Minifigure - LEGO Logo, 'Home of the Brick'
971	The LEGO Movie 2	tlm191	Unikitty - Rampage Kitty
732	Toy Story / Toy Story 4	toy022	Forky
759	NINJAGO / Hunted	njo0468a	Daddy No Legs - Black Round Tiles
768	Super Heroes / Super Heroes Other	sh0586	Shazam
732	Toy Story / Toy Story 4	toy023	Jessie - Normal Legs, Minifigure Head and Bow, Molded Dark Orange Boots
1043	Stranger Things	st001	Eleven
1043	Stranger Things	st002	Joyce Byers - Sand Green Jacket, Dark Brown Legs
1043	Stranger Things	st003	Will Byers
1043	Stranger Things	st004	Mike Wheeler
1043	Stranger Things	st005	Dustin Henderson
1043	Stranger Things	st006	Lucas Sinclair
1043	Stranger Things	st007	Chief Jim Hopper - Police Uniform
1043	Stranger Things	st008	Demogorgon
390	Holiday & Event	hol145	Dragon Boat Race Spectator - Female, Green Jacket Open with Necklace, Dark Blue Legs, Black Ponytail Long with Side Bangs
390	Holiday & Event	hol146	Child - Boy, White Hoodie with Medium Blue Pocket, Medium Blue Short Legs, Black Hair, Freckles
390	Holiday & Event	hol147	Dragon Boat Race Team Red/White Member 1
390	Holiday & Event	hol148	Dragon Boat Race Team Red/White Member 2
390	Holiday & Event	hol149	Dragon Boat Race Team Red/White Member 3
390	Holiday & Event	hol150	Dragon Boat Race Team Red/White Member 4
390	Holiday & Event	hol151	Dragon Boat Race Team Red/White Member 5
390	Holiday & Event	hol152	Dragon Boat Race Judge
390	Holiday & Event	hol153	Dragon Boat Race Team Green/Orange Member 1
390	Holiday & Event	hol154	Dragon Boat Race Team Green/Orange Member 2
390	Holiday & Event	hol155	Dragon Boat Race Team Green/Orange Member 3
390	Holiday & Event	hol156	Dragon Boat Race Team Green/Orange Member 4
390	Holiday & Event	hol157	Dragon Boat Race Team Green/Orange Member 5
390	Holiday & Event	hol158	Dragon Boat Race Spectator - Male, Red Plaid Flannel Shirt, Blue Legs, Black Tousled Hair
390	Holiday & Event	hol159	Dragon Boat Race Stall Keeper
67	Town / City	ovr037a	Overalls Green with Pocket, Green Legs, Blue Cap with Short Curved Bill, Smirk and Stubble Beard
67	Town / City	chef019a	Chef - White Torso with 8 Buttons, Light Bluish Gray Legs, Reddish Brown Ponytail Hair, Black Eyebrows, Female
67	Town	twn292a	Carousel Ticket Vendor - Male, Blue Shirt with White Stripes and Red Bow Tie (Printed Back), Dark Blue Legs, Dark Bluish Gray Swept Back Hair, Moustache and Glasses
67	Town / City / Space Exploration	cty1011	Scientist - Female, Blue Goggles and White Legs
67	Town / City / Space Exploration	cty1010	Ground Crew Technician - Male, Jumpsuit and Construction Helmet
67	Town / City / Space Exploration	cty1009	Astronaut - Male, White Spacesuit with Lime Belt, Trans-Orange Visor, Stubble and Smirk
67	Town / City / Space Exploration	cty1008	Astronaut - Female, Orange Spacesuit with Dark Bluish Gray Lines, Trans-Light Blue Visor, Freckles with Smirk and Winking
732	Toy Story / Toy Story 4	toy024	Gabby Gabby
850	Jurassic World / Legend of Isla Nublar	jw045	Park Worker - Female, Tan Shirt, Dark Blue Legs and Cap
850	Jurassic World / Legend of Isla Nublar	jw046	Hudson Harper
850	Jurassic World / Legend of Isla Nublar	jw047	Danny Nedermeyer - Sand Blue Jumper
850	Jurassic World / Legend of Isla Nublar	jw049	Allison Miles
850	Jurassic World / Legend of Isla Nublar	jw050	Simon Masrani - Dark Blue Suit
850	Jurassic World / Legend of Isla Nublar	jw055	Vic Hoskins - Black Hair
227	Harry Potter / Prisoner of Azkaban	hp174	Sirius Black - Dark Brown Hair, Dark Bluish Gray Jacket over Tattered Striped Shirt, Printed Legs
227	Harry Potter / Prisoner of Azkaban	hp175	Harry Potter - Dark Blue Open Jacket over Sand Blue Shirt, Dark Tan Medium Legs
227	Harry Potter / Goblet of Fire	hp176	Harry Potter - Black and Dark Red Uniform, Medium Legs
227	Harry Potter / Goblet of Fire	hp177	Viktor Krum - Reddish Brown Jacket
227	Harry Potter / Goblet of Fire	hp178	Fleur Delacour
227	Harry Potter / Goblet of Fire	hp179	Cedric Diggory - Black and Yellow Uniform (Undetermined Legs)
227	Harry Potter / Prisoner of Azkaban	hp180	Ron Weasley - Dark Red Sweater, Dark Bluish Gray Medium Legs
227	Harry Potter / Prisoner of Azkaban	hp181	Hermione Granger - Bright Pink Jacket with Time Turner Necklace
227	Harry Potter / Prisoner of Azkaban	hp182	Minister of Magic (Cornelius Fudge) (Undetermined Legs)
227	Harry Potter / Prisoner of Azkaban	hp183	Executioner
227	Harry Potter / Goblet of Fire	hp184	Harry Potter - Black Suit, White Bow Tie, Medium Legs
227	Harry Potter / Goblet of Fire	hp185	Ron Weasley - Reddish Brown Suit, Shirt with Ruffle
227	Harry Potter / Goblet of Fire	hp186	Hermione Granger - Pink Dress
227	Harry Potter / Goblet of Fire	hp187	Fleur Delacour - Dress
227	Harry Potter / Goblet of Fire	hp188	Cedric Diggory - Black Suit and Bow Tie
227	Harry Potter / Goblet of Fire	hp189	Viktor Krum - Red Uniform
227	Harry Potter / Goblet of Fire	hp190	Albus Dumbledore - Lavender Robe, Dark Tan Hat
227	Harry Potter / Goblet of Fire	hp191	Madame Olympe Maxime - White Dress
227	Harry Potter / Prisoner of Azkaban	hp192	Stanley (Stan) Shunpike - Knight Bus Conductor Uniform with Black Tie, Hat with Red Band
227	Harry Potter / Prisoner of Azkaban	hp193	Ernie Prang - Olive Green Vest Knit, Half Bald, Dark Tan Legs
768	Super Heroes / Batman II	sh0587	Mr. Freeze, Pearl Dark Gray, Neck Bracket
768	Super Heroes / Batman II	sh0588	Robin - Green Mask and Hands, Black Short Legs, Yellow Scalloped Cape
768	Super Heroes / Batman II	sh0589	Batman - Dark Bluish Gray Suit with Gold Outline Belt and Crest, Mask and Cape (Type 3 Cowl, Teardrop Neck Cut Spongy Cape)
768	Super Heroes / Batman II	sh0590	The Joker - Orange Bow Tie, Green Arms
768	Super Heroes / Batman II	sh0591	Commissioner Gordon - Reddish Brown Hair and Coat
768	Super Heroes / Batman II	sh0592	Shazam - White Hood, Spongy Cape
768	Super Heroes / Batman II	sh0593	The Riddler - Lime Outfit
768	Super Heroes / Batman II	sh0594	Two-Face - Black Shirt, Red Tie and Jacket
768	Super Heroes / Batman II	sh0595	Catwoman - Black Suit and Mask, Silver Goggles
768	Super Heroes / Batman II	sh0596	Bruce Wayne - Black Suit with Dark Red Tie
768	Super Heroes / Batman II	sh0598	The Joker - Prison Jumpsuit
768	Super Heroes / Batman II	sh0599	Harley Quinn - Prison Jumpsuit
768	Super Heroes / Batman II	sh0600	Prison Guard
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0517	Lloyd - Secrets of the Forbidden Spinjitzu, Hair
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0518	Blizzard Warrior / Samurai
167	DUPLO	47394pb266	Duplo Figure Lego Ville, Female, Dark Azure Legs, White Top with Medium Azure Stripes and Yellow Jacket, Reddish Brown Hair and Dark Blue Cap (6264312)
167	DUPLO	47394pb268	Duplo Figure Lego Ville, Male, Medium Azure Diving Suit, Yellow Arms, Dark Brown Hair, Beard (6264273)
167	DUPLO	47394pb267	Duplo Figure Lego Ville, Male, Blue Legs, White Top with Number 7 and Red Arms, Reddish Brown Hair, Red Cap (6268360)
167	DUPLO	47205pb066	Duplo Figure Lego Ville, Child Boy, Blue Legs, Yellow Vest, Red Arms, Reddish Brown Hair (6265055)
167	DUPLO	47205pb067	Duplo Figure Lego Ville, Child Girl, Medium Azure Diving Suit, Yellow Arms, Black Hair with Pigtails (6266937)
971	The LEGO Movie 2	tlm192	Bachelor Batman
971	The LEGO Movie 2	90398pb041	Emmet Statuette / Trophy
971	The LEGO Movie 2	90398pb042	Rex Dangervest Statuette / Trophy
971	The LEGO Movie 2	tlm195	Celeste
971	The LEGO Movie 2	tlm196	Stubble Trouble Emmet
971	The LEGO Movie 2	tlm197	Rex Dangervest - Crooked Smile / Angry
67	Town / City / Fire	cty1012	Fire Chief, Female - Freya McCloud
732	Toy Story / Toy Story 4	toy025	Woody - Normal Legs, Dark Orange Boots, Open Mouth Smile / Scared
67	Town / City / Recreation	cty1026	Ice Cream Vendor - Female, White Shirt with Dark Turquoise Stripes, Dark Pink Legs, White Cap with Bright Light Yellow Ponytail Hair, Sunglasses
67	Town / City / Recreation	cty1016	Stilt Walker
67	Town / City / Recreation	cty1013	Face Painter
67	Town / City / Recreation	cty1025	Grandfather - Red Tracksuit, Light Bluish Gray Hair
67	Town / City / Recreation	cty1024	Grandmother - Dark Purple Tracksuit, White Hair, Glasses
67	Town / City / Recreation	cty1018	Mom - Bright Pink Female Top, White Legs, Black Hair Coiled and Short
67	Town / City / Recreation	cty1017	Dad - Dark Blue Plaid Button Shirt, Olive Green Legs, Black Hair Male with Coiled Texture
67	Town / City / Recreation	cty1020	Nate - Fun Fair Stand Worker
67	Town / City / Recreation	cty1014	Girl, Lime Hoodie, Green Short Legs, Orange Cat Face Paint
67	Town / City / Recreation	cty1019	Child - Girl, White Sweater with Red Horizontal Stripes, Medium Lavender Short Legs, Black Coiled Hair with Bun
67	Town / City / Recreation	cty1015	Boy, Freckles, Classic Space Shirt with Red Sleeves, Light Bluish Gray Short Legs, Blue Cap with Tiny Yellow Propeller
67	Town / City / Recreation	cty1023	Boy, Freckles, White Shirt with Orange Pocket, Dark Azure Short Legs, Dark Orange Hair Tousled with Side Part
67	Town / City / Recreation	cty1021	Teenage Boy, Medium Blue Jacket, Dark Blue Legs, Dark Brown Hair Swept Right with Front Curl
67	Town / City / Recreation	cty1022	Teenage Girl, Black Jacket and White Shirt with Black Stripes, Dark Blue Legs, Reddish Brown Hair Female Ponytail and Fringe
67	Town	twn368	Grandfather - Red Plaid Flannel Shirt, Dark Tan Legs, Light Bluish Gray Hair
67	Town	twn369	Man with Hawaiian Shirt, Dark Blue Legs, Dark Red Cap
67	Town	twn370	Child - Girl, White Halter Top with Green Apples and Lime Spots, Green Short Legs, Dark Brown Hair, Glasses
9	Castle / Royal Knights	cas551	Royal Knights - Dark Gray Helmet with Black Visor, Lion Crest
817	LEGO Ideas (CUUSOO)	idea051	Boy, Freckles, Classic Space Shirt with Red Sleeves, Dark Azure Short Legs, Reddish Brown Hair Short Tousled with Side Part
167	DUPLO	47394pb269	Duplo Figure Lego Ville, Female, Medium Azure Diving Suit, Yellow Arms, Dark Brown Hair, Yellow Diving Mask (6270381)
771	Friends	frnd0304	Friends Mia - Lime and Dark Azure Wetsuit, Life Jacket, Sunglasses
67	Town / City / Space Exploration	cty1027	Astronaut - Male, White Spacesuit with Orange Lines, Side Lamp, Smirk and Cheek Lines
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0519	Lloyd FS
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0521	Akita
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0522	Zane Ice Emperor
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0523	General Vex
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0524	Blizzard Archer
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0525	Blizzard Sword Master
771	Friends	frnd0305	Friends Emma - Light Aqua and Dark Purple Wetsuit, Sunglasses
67	Town / City / Space Exploration	cty1028	Astronaut - Male, Bright Light Blue Spacesuit with Blue Belt, Trans-Orange Visor, Open Mouth Smile
67	Town / City / Space Exploration	cty1029	Drone Engineer - White Safety Jumpsuit, Red Goggles and White Mask
67	Town / City / Space Exploration	cty1030	Mechanical Engineer - Welding Mask
67	Town / City / Space Exploration	cty1031	City Space Robot
67	Town / City / Space Exploration	cty1032	Reporter - Sand Blue Suit, Dark Red Tie, Black Hair Swept Back Tousled
67	Town / City / Space Exploration	cty1033	Camera Operator - Hawaiian Shirt, Tan Legs, Medium Nougat Hair Spiked
67	Town / City / Space Exploration	cty1034	Astronaut - Male, Orange Spacesuit with Dark Bluish Gray Lines, Trans-Light Blue Visor, Large Smile with Eyes Closed and Smirk
67	Town / City / Space Exploration	cty1035	Scientist, Botanist - Female, Glasses and Medium Nougat Hair Short Swept Sideways
67	Town / City / Space Exploration	cty1036	Astronaut - Female, Blue Jumpsuit, Reddish Brown Hair Swept Back Into Bun, Open Mouth Smile
67	Town / City / Space Exploration	cty1418	Personal Trainer - Female, Red Ball Cap with Reddish Brown Ponytail
67	Town / City / Space Exploration	cty1038	Rocket Engineer - Female, Dark Blue Jumpsuit, White Construction Helmet with Dark Brown Ponytail Hair, Light Blue Goggles and Face Covered with Dirt
67	Town / City / Space Exploration	cty1039	Astronaut - Female, White Spacesuit with Orange Lines, Side Lamp, Smile
67	Town / City / Space Exploration	cty1040	Astronaut - Male, Blue Jumpsuit, Black Hair Short Tousled with Side Part, Queasy and Open Mouth Smile
67	Town / City / Space Exploration	cty1041	Astronaut - Male, Blue Jumpsuit, Dark Brown Hair Short Combed Sideways Part Left, Scared and Lopsided Smile
67	Town / City / Police	cty1042	Police Officer - Male, Dark Blue Shirt with Harness, Black Legs, Black Coiled Hair, Sunglasses (Duke DeTain)
67	Town / City	cty1043	Man, Dark Red Jacket with Bright Light Blue Shirt, Dark Blue Legs, Dark Red Cap with Hole, Moustache (Taxi Driver)
67	Town / City	cty1044	Cameraman - Dark Blue Jacket, Sand Blue Legs
67	Town / City	cty1045	Reporter - Female, Red Suit Jacket with ID Badge, Black Legs, Reddish Brown Hair Swept Back into Bun, Glasses
67	Town / City	cty1046	Child - Boy, Classic Space Shirt with Minifigure Floating and Back Print, Blue Short Legs, Reddish Brown Hair, Freckles
67	Town / City	cty1047	Toy Store Owner - Bright Pink Female Top, Blue Legs
67	Town / City	cty1048	Barista - Male, Reddish Brown Apron with Cup and Name Tag, Reddish Brown Legs, Black Hair
67	Town / City	cty1049	Barista - Female, Reddish Brown Apron with Cup and Name Tag, Reddish Brown Legs, Medium Nougat Hair
67	Town / City	cty1050	Truck Driver - Blue Jacket over Dark Red V-Neck Sweater, Olive Green Legs, White Construction Helmet
771	Friends	frnd0306	Friends Mia - Lime Wetsuit, Sunglasses
771	Friends	frnd0307	Friends Olivia (Nougat) - Dark Pink Wetsuit, Flower
771	Friends	frnd0308	Friends Andrea - Dark Turquoise Wetsuit, Bow
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0526	Kai - Secrets of the Forbidden Spinjitzu, Legacy Robe
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0527	Clutch Powers - Secrets of the Forbidden Spinjitzu
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0528	Blizzard Archer - Trans-Light Blue Horns
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0529	Pyro Destroyer
768	Super Heroes / Spider-Man Far From Home	sh0601	Maria Hill - Black Jacket, Light Bluish Gray Shirt, Dark Blue Legs
768	Super Heroes / Spider-Man Far From Home	sh0602	Ned Leeds - Dark Red Plaid Shirt, Dark Blue Legs
67	Town / City / Recreation	cty1051	Surfer - Female, Black Wetsuit with Medium Azure Trim, Reddish Brown Hair
67	Town / City / Recreation	cty1052	Diver - Male, Black Wetsuit with White Logo and Lime Trim and Flippers
67	Town / City / Recreation	cty1053	Swimmer - Female, Red Swimsuit with White Stripes, Bright Light Yellow Hair
67	Town / City / Recreation	cty1054	Beach Tourist - Male, White Tank Top with Dark Azure Sailboat, Dark Azure Legs, Black Hair Short Combed Sideways Part Left
771	Friends	frnd0309	Friends Emma - Light Aqua Skirt, Dark Pink Top
771	Friends	frnd0310	Friends Lillie - Chef
771	Friends	frnd0311	Friends Zobo the Robot - Diving Helmet, Propeller
850	Jurassic World / Jurassic Park	jw057	John Hammond - Shirt with 2 Pockets
850	Jurassic World / Jurassic Park	jw056	Dr. Ellie Sattler - Bright Pink Shirt, Ponytail and Swept Sideways Fringe
850	Jurassic World / Jurassic Park	jw058	Ray Arnold - White Lab Coat
850	Jurassic World / Jurassic Park	jw059	Dennis Nedry - Jurassic Park Logo on Back, Hair
850	Jurassic World / Jurassic Park	jw060	Dr. Ian Malcolm - Open Shirt
771	Friends	frnd0312	Friends Andrea - Dark Turquoise Skirt, Dark Blue Top
971	The LEGO Movie 2	tlm198	Royal Guard
971	The LEGO Movie 2	tlm199	Ice Cream Cone - Printed Arms
971	The LEGO Movie 2	tlm200	Queen Watevra Wa'Nabi - Small Pile of Bricks Form 2
67	Town / City / Space Exploration	cty1055	Astronaut - Male, White Spacesuit with Orange Lines, Smirk, Cheek Lines, Black and Dark Tan Eyebrows
9	Castle / Royal Knights	cas552	Royal Knights - King, Chrome Gold Crown, Lion Crest, Black Hips, Blue Legs
771	Friends	frnd0313	Friends Emma - Swimsuit with Flippers
771	Friends	frnd0314	Friends Stephanie - Medium Azure Skirt, Striped Top
771	Friends	frnd0315	Friends Mia - Dark Purple Shorts, Striped Top
771	Friends	frnd0316	Friends Olivia (Nougat) - Dark Pink Wetsuit
771	Friends	frnd0317	Friends Zobo the Robot - Lime Flipper
771	Friends	frnd0318	Friends Olivia (Nougat) - Dark Pink Skirt and Top
771	Friends	frnd0319	Friends Zobo the Robot - Cap
732	Toy Story / Toy Story 4	toy026	Duke Caboom
759	NINJAGO / Hunted	njo0475b	Nya - Hunted, Crooked Smile / Open Mouth Smile, Plain Wrap
768	Super Heroes / Captain Marvel	sh0605	Captain Marvel (Carol Danvers) - 'Vers' Kree Starforce Uniform
771	Friends	frnd0320	Friends Zobo the Robot - Lever and Roller Skate
771	Friends	frnd0321	Friends Stephanie - Medium Azure and Magenta Wetsuit, Lime Flippers
771	Friends	frnd0322	Friends Kacey - Dark Blue and Sand Green Wetsuit, Black Flippers
67	Town	twn371	Man with Plaid Button Shirt, Dark Green Legs, Dark Orange Hair
67	Town	twn372	Child - Boy, White Hoodie with Medium Blue Pocket, Dark Azure Short Legs, Red Cap, Freckles
67	Town / City / Space Exploration	cty1056	City Space Robot, Round Tiles as Wheels, Medium Azure Eyes
67	Town / City / Space Exploration	cty1057	Launch Director - Male, Black Vest with Blue Striped Tie, Dark Bluish Gray Legs, Reddish Brown Short Tousled Hair, Glasses
67	Town / City / Space Exploration	cty1058	Scientist - Female, Dark Bluish Gray Jacket with Magenta Scarf, Dark Orange Female Hair over Shoulder, Glasses
67	Town / City / Space Exploration	cty1059	Astronaut - Male, Orange Spacesuit with Dark Bluish Gray Lines, Trans-Light Blue Visor, Stubble
67	Town / City / Space Exploration	cty1060	Ground Crew Technician - Female, Dark Blue Jumpsuit, White Construction Helmet with Dark Brown Ponytail Hair, Light Blue Goggles
67	Town / City / Space Exploration	cty1061	Astronaut - Male, Orange Spacesuit with Dark Bluish Gray Lines, Trans-Light Blue Visor, Stubble, Moustache and Sideburns
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0548	Jay - Secrets of the Forbidden Spinjitzu
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0537	Zane - Secrets of the Forbidden Spinjitzu
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0544	Lloyd - Secrets of the Forbidden Spinjitzu
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0547	Nya - Secrets of the Forbidden Spinjitzu
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0546	Cole FS
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0536	Jay FS
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0545	Zane FS
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0542	Nya FS
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0534	Jay FS (Spinjitzu Slam)
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0535	Zane FS (Spinjitzu Slam)
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0533	Lloyd FS (Spinjitzu Slam)
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0540	Aspheera
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0541	Char
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0543	Pyro Whipper with Armor Shoulder Pads
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0539	Pyro Slayer
67	Town / City / Harbor	cty1062	Diver - Male, Black Wetsuit with White Logo and Lime Trim and Flippers, Blue Helmet and Air Tanks
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0531	Kai - Secrets of the Forbidden Spinjitzu
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0532	Cole - Secrets of the Forbidden Spinjitzu
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0530	Kai FS (Spinjitzu Slam)
771	Friends	frnd0323	Friends Stephanie - Gymnast
771	Friends	frnd0324	Friends Mia - Gymnast
67	Town / City / Space Exploration	cty1063	Astronaut - Male, Orange Spacesuit with Dark Bluish Gray Lines, Trans-Light Blue Visor, Black Angular Beard
67	Town / City / Space Exploration	cty1064	Astronaut - Female, White Spacesuit with Orange Lines, Closed Mouth Smile
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0538	Kai FS
768	Super Heroes / Super Heroes Other	sh0603	PS4 Spider-Man (Comic-Con 2019 Exclusive)
36	Technic / Competition	tech035	Technic Figure Cyber Person, Black Legs, Lime Torso, Mechanical Arms, Dark Gray Head, Cyborg Eyepiece (4140411)
167	DUPLO / Super Heroes / Spider-Man	47394pb270	Duplo Figure Lego Ville, Electro
167	DUPLO / Disney / Planes	crs031	Duplo Chug
167	DUPLO / Disney / Planes	crs032	Duplo El Chupacabra
167	DUPLO / Disney / Planes	crs033	Duplo Skipper Riley
167	DUPLO / Disney / Planes / Planes Fire & Rescue	crs034	Duplo Dusty Crophopper - Pontoons
167	DUPLO / Disney / Planes / Planes Fire & Rescue	crs035	Duplo Blade Ranger
167	DUPLO / Bob The Builder	btb013	Duplo Scrambler
67	Town / City / Space Exploration	cty1065	Astronaut - Female, Orange Spacesuit with Dark Bluish Gray Lines, Trans-Light Blue Visor, Open Mouth Smile
67	Town / City / Space Exploration	cty1066	City Space Robot, Drone, Medium Azure Eyes
67	Town / City / Space Exploration	cty1067	Astronaut - Female, Blue Jumpsuit, Tan Hair Tousled with Side Part, Freckles, Open Mouth Smile
67	Town / City / Space Exploration	cty1068	Astronaut - Male, Blue Jumpsuit, Dark Bluish Gray Hair and Full Angular Beard, Open Mouth Smile
67	Town / City / Space Exploration	cty1069	Scientist - Female, Red Ball Cap with Reddish Brown Ponytail, Blue Goggles and Light Bluish Gray Legs
67	Town / City / Space Exploration	cty1070	Launch Director - Male, Black Vest with Blue Striped Tie, Dark Bluish Gray Legs, Dark Bluish Gray Hair, Glasses and Moustache
67	Town / City / Space Exploration	cty1071	City Space Robot, Standing, Medium Azure Eyes
167	DUPLO / Disney / Planes / Planes Fire & Rescue	crs036	Duplo Drip
545	FIRST LEGO League	fst028	FIRST LEGO League (FLL) Mission Mars Male Astronaut
545	FIRST LEGO League	fst029	FIRST LEGO League (FLL) Mission Mars Female Astronaut
545	FIRST LEGO League	fst030	FIRST LEGO League (FLL) Mission Mars Male Worker
545	FIRST LEGO League	fst031	FIRST LEGO League (FLL) Mission Mars Female Worker
771	Friends	frnd0325	Friends Zobo the Robot - Roller Skate
768	Super Heroes / Batman II	sh0604	Zebra Batman (Comic-Con 2019 Exclusive)
65	Star Wars / Star Wars Episode 4/5/6	sw1069	Obi-Wan Kenobi - Old, 20th Anniversary Torso
1043	Stranger Things	st009	Barb (Comic-Con 2019 Exclusive)
1197	BrickLink Designer Program	bdp001	Löwenstein Queen / Princess
1197	BrickLink Designer Program	bdp002	Löwenstein Knight / Man-at-Arms
1197	BrickLink Designer Program	bdp003	Löwenstein Archer / Boy
273	BIONICLE	56478	Piraka Thok (4495584)
273	BIONICLE	56486	Inika Toa Kongu (4495582)
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0549	Blizzard Samurai - Ninja Helmet with Trans-Light Blue Horns
768	Super Heroes / Spider-Man Far From Home	sh0606	Happy Hogan
167	DUPLO	47394pb271	Duplo Figure Lego Ville, Female, Yellow Legs, Magenta Shirt  with Flower, Black Hair
167	DUPLO / DUPLO, Town / Fire	47394pb272	Duplo Figure Lego Ville, Male Firefighter, Black Legs, Black Jacket with Safety Harness, White Helmet with Silver Fire Badge and Radio, Brown Eyes
167	DUPLO / DUPLO, Town / Fire	47394pb273	Duplo Figure Lego Ville, Female Firefighter, Black Legs, Black Jacket with Safety Harness, White Helmet with Silver Fire Badge and Radio, Green Eyes
67	Town	twn374	NASA Apollo 11 Astronaut - Male with White Torso with NASA Logo and Thin Grin
67	Town	twn373	NASA Apollo 11 Astronaut - Male with White Torso with NASA Logo and Lopsided Smile
65	Star Wars / Star Wars Episode 4/5/6	sw1038	Biggs Darklighter - Light Nougat Head, Hair
768	Super Heroes / Ant-Man and the Wasp	sh0517a	The Wasp (Hope van Dyne) - Trans-Light Blue Wings
771	Friends	frnd0326	Friends Mia - Lime Cropped Trousers, Striped Top, Bow
771	Friends	frnd0327	Friends Vicky - Yellow Skirt, Bright Light Orange Top, Sunglasses
1042	Hidden Side	hs001	Jack Davids - Red Jacket with Cap and Hood (Large Smile / Grumpy)
1042	Hidden Side	hs002	J.B. Watt - Large Smile / Annoyed
1042	Hidden Side	hs005	Douglas Elton / El Fuego - Coveralls with Hair
1042	Hidden Side	hs003	Parker L. Jackson - Black Top with Beanie (Open Mouth Smile / Scared)
1042	Hidden Side	hs007	Captain Jonas
1042	Hidden Side	hs008	Jonas Jr.
1042	Hidden Side	hs006	Mr. Branson
1042	Hidden Side	hs004	Jack Davids - White Hoodie with Cap and Hood (Large Smile / Grumpy)
768	Super Heroes / Captain Marvel	sh0597a	Maria Rambeau - Black Helmet and Oxygen Mask
850	Jurassic World / Dominion	jw048	Owen Grady - Open Neck Shirt
850	Jurassic World / Legend of Isla Nublar	jw051	Tourist - Pink Jacket
759	NINJAGO / Secrets of the Forbidden Spinjitzu	njo0550	Wu Master, Fuzzy Cape
